seed,alpha,rango,barrio,valor
422,0.1,0.0,0,132
422,0.1,0.0,1,122
422,0.1,0.0,2,149
422,0.1,0.0,3,129
422,0.1,0.010101010101010102,0,132
422,0.1,0.010101010101010102,1,133
422,0.1,0.010101010101010102,2,107
422,0.1,0.010101010101010102,3,144
422,0.1,0.020202020202020204,0,289
422,0.1,0.020202020202020204,1,216
422,0.1,0.020202020202020204,2,136
422,0.1,0.020202020202020204,3,157
422,0.1,0.030303030303030304,0,319
422,0.1,0.030303030303030304,1,228
422,0.1,0.030303030303030304,2,148
422,0.1,0.030303030303030304,3,144
422,0.1,0.04040404040404041,0,393
422,0.1,0.04040404040404041,1,267
422,0.1,0.04040404040404041,2,125
422,0.1,0.04040404040404041,3,143
422,0.1,0.05050505050505051,0,432
422,0.1,0.05050505050505051,1,264
422,0.1,0.05050505050505051,2,136
422,0.1,0.05050505050505051,3,155
422,0.1,0.06060606060606061,0,488
422,0.1,0.06060606060606061,1,326
422,0.1,0.06060606060606061,2,146
422,0.1,0.06060606060606061,3,134
422,0.1,0.07070707070707072,0,470
422,0.1,0.07070707070707072,1,340
422,0.1,0.07070707070707072,2,137
422,0.1,0.07070707070707072,3,112
422,0.1,0.08080808080808081,0,521
422,0.1,0.08080808080808081,1,359
422,0.1,0.08080808080808081,2,155
422,0.1,0.08080808080808081,3,147
422,0.1,0.09090909090909091,0,513
422,0.1,0.09090909090909091,1,412
422,0.1,0.09090909090909091,2,143
422,0.1,0.09090909090909091,3,149
422,0.1,0.10101010101010102,0,544
422,0.1,0.10101010101010102,1,441
422,0.1,0.10101010101010102,2,149
422,0.1,0.10101010101010102,3,144
422,0.1,0.11111111111111112,0,550
422,0.1,0.11111111111111112,1,461
422,0.1,0.11111111111111112,2,172
422,0.1,0.11111111111111112,3,165
422,0.1,0.12121212121212122,0,554
422,0.1,0.12121212121212122,1,459
422,0.1,0.12121212121212122,2,147
422,0.1,0.12121212121212122,3,142
422,0.1,0.13131313131313133,0,552
422,0.1,0.13131313131313133,1,478
422,0.1,0.13131313131313133,2,158
422,0.1,0.13131313131313133,3,132
422,0.1,0.14141414141414144,0,554
422,0.1,0.14141414141414144,1,470
422,0.1,0.14141414141414144,2,157
422,0.1,0.14141414141414144,3,127
422,0.1,0.15151515151515152,0,550
422,0.1,0.15151515151515152,1,453
422,0.1,0.15151515151515152,2,155
422,0.1,0.15151515151515152,3,135
422,0.1,0.16161616161616163,0,553
422,0.1,0.16161616161616163,1,479
422,0.1,0.16161616161616163,2,148
422,0.1,0.16161616161616163,3,118
422,0.1,0.17171717171717174,0,558
422,0.1,0.17171717171717174,1,492
422,0.1,0.17171717171717174,2,133
422,0.1,0.17171717171717174,3,111
422,0.1,0.18181818181818182,0,559
422,0.1,0.18181818181818182,1,488
422,0.1,0.18181818181818182,2,123
422,0.1,0.18181818181818182,3,132
422,0.1,0.19191919191919193,0,562
422,0.1,0.19191919191919193,1,501
422,0.1,0.19191919191919193,2,157
422,0.1,0.19191919191919193,3,143
422,0.1,0.20202020202020204,0,554
422,0.1,0.20202020202020204,1,490
422,0.1,0.20202020202020204,2,120
422,0.1,0.20202020202020204,3,110
422,0.1,0.21212121212121213,0,577
422,0.1,0.21212121212121213,1,511
422,0.1,0.21212121212121213,2,137
422,0.1,0.21212121212121213,3,134
422,0.1,0.22222222222222224,0,553
422,0.1,0.22222222222222224,1,502
422,0.1,0.22222222222222224,2,153
422,0.1,0.22222222222222224,3,107
422,0.1,0.23232323232323235,0,565
422,0.1,0.23232323232323235,1,506
422,0.1,0.23232323232323235,2,145
422,0.1,0.23232323232323235,3,126
422,0.1,0.24242424242424243,0,559
422,0.1,0.24242424242424243,1,522
422,0.1,0.24242424242424243,2,145
422,0.1,0.24242424242424243,3,127
422,0.1,0.25252525252525254,0,562
422,0.1,0.25252525252525254,1,526
422,0.1,0.25252525252525254,2,145
422,0.1,0.25252525252525254,3,129
422,0.1,0.26262626262626265,0,571
422,0.1,0.26262626262626265,1,523
422,0.1,0.26262626262626265,2,113
422,0.1,0.26262626262626265,3,110
422,0.1,0.27272727272727276,0,575
422,0.1,0.27272727272727276,1,496
422,0.1,0.27272727272727276,2,137
422,0.1,0.27272727272727276,3,139
422,0.1,0.2828282828282829,0,561
422,0.1,0.2828282828282829,1,539
422,0.1,0.2828282828282829,2,162
422,0.1,0.2828282828282829,3,127
422,0.1,0.29292929292929293,0,571
422,0.1,0.29292929292929293,1,518
422,0.1,0.29292929292929293,2,130
422,0.1,0.29292929292929293,3,129
422,0.1,0.30303030303030304,0,560
422,0.1,0.30303030303030304,1,526
422,0.1,0.30303030303030304,2,128
422,0.1,0.30303030303030304,3,139
422,0.1,0.31313131313131315,0,566
422,0.1,0.31313131313131315,1,501
422,0.1,0.31313131313131315,2,145
422,0.1,0.31313131313131315,3,114
422,0.1,0.32323232323232326,0,575
422,0.1,0.32323232323232326,1,529
422,0.1,0.32323232323232326,2,119
422,0.1,0.32323232323232326,3,131
422,0.1,0.33333333333333337,0,569
422,0.1,0.33333333333333337,1,535
422,0.1,0.33333333333333337,2,136
422,0.1,0.33333333333333337,3,133
422,0.1,0.3434343434343435,0,563
422,0.1,0.3434343434343435,1,518
422,0.1,0.3434343434343435,2,118
422,0.1,0.3434343434343435,3,143
422,0.1,0.3535353535353536,0,567
422,0.1,0.3535353535353536,1,519
422,0.1,0.3535353535353536,2,145
422,0.1,0.3535353535353536,3,126
422,0.1,0.36363636363636365,0,562
422,0.1,0.36363636363636365,1,544
422,0.1,0.36363636363636365,2,151
422,0.1,0.36363636363636365,3,133
422,0.1,0.37373737373737376,0,578
422,0.1,0.37373737373737376,1,530
422,0.1,0.37373737373737376,2,141
422,0.1,0.37373737373737376,3,157
422,0.1,0.38383838383838387,0,570
422,0.1,0.38383838383838387,1,509
422,0.1,0.38383838383838387,2,150
422,0.1,0.38383838383838387,3,131
422,0.1,0.393939393939394,0,564
422,0.1,0.393939393939394,1,520
422,0.1,0.393939393939394,2,135
422,0.1,0.393939393939394,3,140
422,0.1,0.4040404040404041,0,568
422,0.1,0.4040404040404041,1,506
422,0.1,0.4040404040404041,2,138
422,0.1,0.4040404040404041,3,144
422,0.1,0.4141414141414142,0,563
422,0.1,0.4141414141414142,1,513
422,0.1,0.4141414141414142,2,146
422,0.1,0.4141414141414142,3,170
422,0.1,0.42424242424242425,0,574
422,0.1,0.42424242424242425,1,536
422,0.1,0.42424242424242425,2,143
422,0.1,0.42424242424242425,3,130
422,0.1,0.43434343434343436,0,576
422,0.1,0.43434343434343436,1,534
422,0.1,0.43434343434343436,2,119
422,0.1,0.43434343434343436,3,101
422,0.1,0.4444444444444445,0,572
422,0.1,0.4444444444444445,1,519
422,0.1,0.4444444444444445,2,142
422,0.1,0.4444444444444445,3,122
422,0.1,0.4545454545454546,0,572
422,0.1,0.4545454545454546,1,514
422,0.1,0.4545454545454546,2,131
422,0.1,0.4545454545454546,3,140
422,0.1,0.4646464646464647,0,570
422,0.1,0.4646464646464647,1,535
422,0.1,0.4646464646464647,2,125
422,0.1,0.4646464646464647,3,129
422,0.1,0.4747474747474748,0,573
422,0.1,0.4747474747474748,1,525
422,0.1,0.4747474747474748,2,150
422,0.1,0.4747474747474748,3,116
422,0.1,0.48484848484848486,0,573
422,0.1,0.48484848484848486,1,540
422,0.1,0.48484848484848486,2,131
422,0.1,0.48484848484848486,3,137
422,0.1,0.494949494949495,0,568
422,0.1,0.494949494949495,1,514
422,0.1,0.494949494949495,2,146
422,0.1,0.494949494949495,3,105
422,0.1,0.5050505050505051,0,562
422,0.1,0.5050505050505051,1,530
422,0.1,0.5050505050505051,2,116
